,Word,Lemma,POSTag,Shape
2812,"
","
",_SP,"
"
2813,We,-PRON-,PRP,Xx
2814,are,be,VBP,xxx
2815,now,now,RB,xxx
2816,ready,ready,JJ,xxxx
2817,to,to,TO,xx
2818,drive,drive,VB,xxxx
2819,execution,execution,NN,xxxx
2820,of,of,IN,xx
2821,this,this,DT,xxxx
2822,plan,plan,NN,xxxx
2823,",",",",",",","
2824,which,which,WDT,xxxx
2825,will,will,MD,xxxx
2826,generate,generate,VB,xxxx
2827,meaningful,meaningful,JJ,xxxx
2828,savings,saving,NNS,xxxx
2829,this,this,DT,xxxx
2830,year,year,NN,xxxx
2831,and,and,CC,xxx
2832,beyond,beyond,IN,xxxx
2833,"
","
",_SP,"
"
2834,In,in,IN,Xx
2835,summary,summary,NN,xxxx
2836,",",",",",",","
2837,as,as,IN,xx
2838,we,-PRON-,PRP,xx
2839,enter,enter,VBP,xxxx
2840,into,into,IN,xxxx
2841,Phase,phase,NN,Xxxxx
2842,2,2,CD,d
2843,of,of,IN,xx
2844,our,-PRON-,PRP$,xxx
2845,transformational,transformational,JJ,xxxx
2846,journey,journey,NN,xxxx
2847,",",",",",",","
2848,weâ€,weâ€,NNP,xxx€
2849,™,™,CD,™
2850,re,re,IN,xx
2851,investing,invest,VBG,xxxx
2852,in,in,IN,xx
2853,customer,customer,NN,xxxx
2854,service,service,NN,xxxx
2855,and,and,CC,xxx
2856,execution,execution,NN,xxxx
2857,to,to,TO,xx
2858,narrow,narrow,VB,xxxx
2859,the,the,DT,xxx
2860,top,top,JJ,xxx
2861,line,line,NN,xxxx
2862,growth,growth,NN,xxxx
2863,gap,gap,NN,xxx
2864,versus,versus,IN,xxxx
2865,the,the,DT,xxx
2866,industry,industry,NN,xxxx
2867,"
","
",_SP,"
"
2868,Weâ€,weâ€,NN,Xxx€
2869,™,™,CD,™
2870,re,re,IN,xx
2871,dramatically,dramatically,RB,xxxx
2872,increasing,increase,VBG,xxxx
2873,the,the,DT,xxx
2874,focus,focus,NN,xxxx
2875,on,on,IN,xx
2876,our,-PRON-,PRP$,xxx
2877,productivity,productivity,NN,xxxx
2878,agenda,agenda,NN,xxxx
2879,to,to,TO,xx
2880,drive,drive,VB,xxxx
2881,margin,margin,NN,xxxx
2882,expansion,expansion,NN,xxxx
2883,and,and,CC,xxx
2884,perhaps,perhaps,RB,xxxx
2885,most,most,RBS,xxxx
2886,importantly,importantly,RB,xxxx
2887,",",",",",",","
2888,weâ€,weâ€,NNP,xxx€
2889,™,™,CD,™
2890,re,re,IN,xx
2891,we,-PRON-,PRP,xx
2892,are,be,VBP,xxx
2893,increasing,increase,VBG,xxxx
2894,our,-PRON-,PRP$,xxx
2895,proficiency,proficiency,NN,xxxx
2896,in,in,IN,xx
2897,growing,grow,VBG,xxxx
2898,talent,talent,NN,xxxx
2899,and,and,CC,xxx
2900,evolving,evolve,VBG,xxxx
2901,our,-PRON-,PRP$,xxx
2902,culture,culture,NN,xxxx
2903,"
","
",_SP,"
"
2904,This,this,DT,Xxxx
2905,is,be,VBZ,xx
2906,not,not,RB,xxx
2907,an,an,DT,xx
2908,overnight,overnight,JJ,xxxx
2909,process,process,NN,xxxx
2910,but,but,CC,xxx
2911,weâ€,weâ€,NN,xxx€
2912,™,™,CD,™
2913,re,re,NN,xx
2914,pacing,pacing,NN,xxxx
2915,as,as,IN,xx
2916,expected,expect,VBN,xxxx
2917,and,and,CC,xxx
2918,we,-PRON-,PRP,xx
2919,will,will,MD,xxxx
2920,continue,continue,VB,xxxx
2921,improving,improve,VBG,xxxx
2922,each,each,DT,xxxx
2923,quarter,quarter,NN,xxxx
2924,"
","
",_SP,"
"
2925,As,as,IN,Xx
2926,I,-PRON-,PRP,X
2927,said,say,VBD,xxxx
2928,from,from,IN,xxxx
2929,the,the,DT,xxx
2930,beginning,beginning,NN,xxxx
2931,",",",",",",","
2932,the,the,DT,xxx
2933,opportunity,opportunity,NN,xxxx
2934,to,to,TO,xx
2935,drive,drive,VB,xxxx
2936,shareholder,shareholder,NN,xxxx
2937,value,value,NN,xxxx
2938,at,at,IN,xx
2939,AAP,AAP,NNP,XXX
2940,is,be,VBZ,xx
2941,substantial,substantial,JJ,xxxx
2942,to,to,TO,xx
2943,fully,fully,RB,xxxx
2944,capture,capture,VB,xxxx
2945,the,the,DT,xxx
2946,opportunity,opportunity,NN,xxxx
2947,ahead,ahead,RB,xxxx
2948,"
","
",_SP,"
"
2949,Weâ€,weâ€,NN,Xxx€
2950,™,™,CD,™
2951,re,re,IN,xx
2952,taking,take,VBG,xxxx
2953,focused,focus,VBN,xxxx
2954,disciplined,disciplined,JJ,xxxx
2955,approach,approach,NN,xxxx
2956,to,to,TO,xx
2957,accelerate,accelerate,VB,xxxx
2958,long,long,JJ,xxxx
2959,term,term,NN,xxxx
2960,growth,growth,NN,xxxx
2961,",",",",",",","
2962,while,while,IN,xxxx
2963,staying,stay,VBG,xxxx
2964,lesser,less,JJR,xxxx
2965,focus,focus,NN,xxxx
2966,on,on,IN,xx
2967,improving,improve,VBG,xxxx
2968,execution,execution,NN,xxxx
2969,and,and,CC,xxx
2970,performance,performance,NN,xxxx
2971,for,for,IN,xxx
2972,the,the,DT,xxx
2973,balance,balance,NN,xxxx
2974,of,of,IN,xx
2975,the,the,DT,xxx
2976,year,year,NN,xxxx
2977,"
","
",_SP,"
"
2978,With,with,IN,Xxxx
2979,that,that,DT,xxxx
2980,",",",",",",","
2981,Iâ€,Iâ€,NNP,Xx€
2982,™,™,CD,™
2983,ll,ll,SYM,xx
2984,pass,pass,VB,xxxx
2985,it,-PRON-,PRP,xx
2986,to,to,IN,xx
2987,Tom,Tom,NNP,Xxx
2988,Okray,Okray,NNP,Xxxxx
2989,to,to,TO,xx
2990,share,share,VB,xxxx
2991,financials,financial,NNS,xxxx
2992,"
","
",_SP,"
"
2993,When,when,WRB,Xxxx
2994,we,-PRON-,PRP,xx
2995,looked,look,VBD,xxxx
2996,at,at,IN,xx
2997,the,the,DT,xxx
2998,investment,investment,NN,xxxx
2999,that,that,WDT,xxxx
3000,we,-PRON-,PRP,xx
3001,are,be,VBP,xxx
3002,essentially,essentially,RB,xxxx
3003,needed,need,VBN,xxxx
3004,to,to,TO,xx
3005,make,make,VB,xxxx
3006,in,in,IN,xx
3007,the,the,DT,xxx
3008,first,first,JJ,xxxx
3009,quarter,quarter,NN,xxxx
3010,of,of,IN,xx
3011,this,this,DT,xxxx
3012,year,year,NN,xxxx
3013,",",",",",",","
3014,last,last,JJ,xxxx
3015,year,year,NN,xxxx
3016,the,the,DT,xxx
3017,changes,change,NNS,xxxx
3018,that,that,WDT,xxxx
3019,were,be,VBD,xxxx
3020,made,make,VBN,xxxx
3021,in,in,IN,xx
3022,our,-PRON-,PRP$,xxx
3023,customer,customer,NN,xxxx
3024,facing,face,VBG,xxxx
3025,hours,hour,NNS,xxxx
3026,in,in,IN,xx
3027,the,the,DT,xxx
3028,stores,store,NNS,xxxx
3029,was,be,VBD,xxx
3030,quite,quite,RB,xxxx
3031,negative,negative,JJ,xxxx
3032,for,for,IN,xxx
3033,the,the,DT,xxx
3034,overall,overall,JJ,xxxx
3035,customer,customer,NN,xxxx
3036,experience,experience,NN,xxxx
3037,"
","
",_SP,"
"
3038,So,so,RB,Xx
3039,we,-PRON-,PRP,xx
3040,made,make,VBD,xxxx
3041,the,the,DT,xxx
3042,conscious,conscious,JJ,xxxx
3043,decision,decision,NN,xxxx
3044,to,to,TO,xx
3045,invest,invest,VB,xxxx
3046,back,back,RB,xxxx
3047,in,in,IN,xx
3048,the,the,DT,xxx
3049,customer,customer,NN,xxxx
3050,in,in,IN,xx
3051,the,the,DT,xxx
3052,quarter,quarter,NN,xxxx
3053,"
","
",_SP,"
"
3054,Well,well,UH,Xxxx
3055,",",",",",",","
3056,Chris,Chris,NNP,Xxxxx
3057,let,let,VBD,xxx
3058,me,-PRON-,PRP,xx
3059,step,step,VB,xxxx
3060,back,back,RB,xxxx
3061,",",",",",",","
3062,I,-PRON-,PRP,X
3063,mean,mean,VBP,xxxx
3064,weâ€,weâ€,NNP,xxx€
3065,™,™,CD,™
3066,ve,ve,NNP,xx
3067,gone,go,VBN,xxxx
3068,in,in,IN,xx
3069,the,the,DT,xxx
3070,construction,construction,NN,xxxx
3071,of,of,IN,xx
3072,our,-PRON-,PRP$,xxx
3073,strategic,strategic,JJ,xxxx
3074,plan,plan,NN,xxxx
3075,",",",",",",","
3076,weâ€,weâ€,NNP,xxx€
3077,™,™,CD,™
3078,ve,ve,NNP,xx
3079,obviously,obviously,RB,xxxx
3080,look,look,VBP,xxxx
3081,overall,overall,RB,xxxx
3082,longer,longer,RBR,xxxx
3083,timeframe,timeframe,JJ,xxxx
3084,than,than,IN,xxxx
3085,individual,individual,JJ,xxxx
3086,quarters,quarter,NNS,xxxx
3087,"
","
",_SP,"
"
3088,And,and,CC,Xxx
3089,what,what,WP,xxxx
3090,we,-PRON-,PRP,xx
3091,concluded,conclude,VBD,xxxx
3092,last,last,JJ,xxxx
3093,year,year,NN,xxxx
3094,and,and,CC,xxx
3095,we,-PRON-,PRP,xx
3096,communicated,communicate,VBD,xxxx
3097,to,to,IN,xx
3098,",",",",",",","
3099,I,-PRON-,PRP,X
3100,think,think,VBP,xxxx
3101,the,the,DT,xxx
3102,analyst,analyst,NN,xxxx
3103,community,community,NN,xxxx
3104,in,in,IN,xx
3105,November,November,NNP,Xxxxx
3106,",",",",",",","
3107,was,be,VBD,xxx
3108,the,the,DT,xxx
3109,company,company,NN,xxxx
3110,it,-PRON-,PRP,xx
3111,really,really,RB,xxxx
3112,lack,lack,VBP,xxxx
3113,focus,focus,NN,xxxx
3114,on,on,IN,xx
3115,the,the,DT,xxx
3116,customer,customer,NN,xxxx
3117,period,period,NN,xxxx
3118,for,for,IN,xxx
3119,quite,quite,PDT,xxxx
3120,some,some,DT,xxxx
3121,time,time,NN,xxxx
3122,"
","
",_SP,"
"
3123,As,as,IN,Xx
3124,you,-PRON-,PRP,xxx
3125,know,know,VBP,xxxx
3126,",",",",",",","
3127,weâ€,weâ€,NNP,xxx€
3128,™,™,CD,™
3129,ve,ve,NNP,xx
3130,been,be,VBN,xxxx
3131,losing,lose,VBG,xxxx
3132,market,market,NN,xxxx
3133,share,share,NN,xxxx
3134,for,for,IN,xxx
3135,seven,seven,CD,xxxx
3136,years,year,NNS,xxxx
3137,and,and,CC,xxx
3138,over,over,IN,xxxx
3139,that,that,DT,xxxx
3140,timeframe,timeframe,NN,xxxx
3141,",",",",",",","
3142,habits,habit,NNS,xxxx
3143,get,get,VBP,xxx
3144,built,build,VBN,xxxx
3145,-,-,HYPH,-
3146,up,up,NN,xx
3147,",",",",",",","
3148,our,-PRON-,PRP$,xxx
3149,people,people,NNS,xxxx
3150,take,take,VBP,xxxx
3151,a,a,DT,x
3152,different,different,JJ,xxxx
3153,approach,approach,NN,xxxx
3154,to,to,IN,xx
3155,the,the,DT,xxx
3156,customer,customer,NN,xxxx
3157,that,that,IN,xxxx
3158,we,-PRON-,PRP,xx
3159,would,would,MD,xxxx
3160,have,have,VB,xxxx
3161,liked,like,VBN,xxxx
3162,",",",",",",","
3163,different,different,JJ,xxxx
3164,than,than,IN,xxxx
3165,we,-PRON-,PRP,xx
3166,would,would,MD,xxxx
3167,have,have,VB,xxxx
3168,liked,like,VBN,xxxx
3169,"
","
",_SP,"
"
3170,And,and,CC,Xxx
3171,as,as,IN,xx
3172,we,-PRON-,PRP,xx
3173,built,build,VBD,xxxx
3174,-,-,HYPH,-
3175,out,out,RP,xxx
3176,the,the,DT,xxx
3177,strategy,strategy,NN,xxxx
3178,itself,-PRON-,PRP,xxxx
3179,",",",",",",","
3180,we,-PRON-,PRP,xx
3181,wanted,want,VBD,xxxx
3182,to,to,TO,xx
3183,make,make,VB,xxxx
3184,sure,sure,JJ,xxxx
3185,that,that,IN,xxxx
3186,we,-PRON-,PRP,xx
3187,were,be,VBD,xxxx
3188,change,change,NN,xxxx
3189,that,that,DT,xxxx
3190,approach,approach,NN,xxxx
3191,with,with,IN,xxxx
3192,the,the,DT,xxx
3193,customer,customer,NN,xxxx
3194,up,up,RP,xx
3195,and,and,CC,xxx
3196,down,down,RB,xxxx
3197,in,in,IN,xx
3198,the,the,DT,xxx
3199,organization,organization,NN,xxxx
3200,;,;,:,;
3201,so,so,RB,xx
3202,from,from,IN,xxxx
3203,a,a,DT,x
3204,leadership,leadership,NN,xxxx
3205,team,team,NN,xxxx
3206,perspective,perspective,NN,xxxx
3207,;,;,:,;
3208,from,from,IN,xxxx
3209,a,a,DT,x
3210,planning,planning,NN,xxxx
3211,of,of,IN,xx
3212,our,-PRON-,PRP$,xxx
3213,customer,customer,NN,xxxx
3214,facing,face,VBG,xxxx
3215,hours,hour,NNS,xxxx
3216,;,;,:,;
3217,from,from,IN,xxxx
3218,the,the,DT,xxx
3219,standpoint,standpoint,NN,xxxx
3220,of,of,IN,xx
3221,how,how,WRB,xxx
3222,our,-PRON-,PRP$,xxx
3223,stores,store,NNS,xxxx
3224,either,either,CC,xxxx
3225,active,active,JJ,xxxx
3226,with,with,IN,xxxx
3227,customers,customer,NNS,xxxx
3228,"
","
",_SP,"
"
3229,So,so,RB,Xx
3230,as,as,IN,xx
3231,we,-PRON-,PRP,xx
3232,build,build,VBP,xxxx
3233,out,out,RP,xxx
3234,the,the,DT,xxx
3235,five,five,CD,xxxx
3236,-,-,HYPH,-
3237,year,year,NN,xxxx
3238,plan,plan,NN,xxxx
3239,",",",",",",","
3240,we,-PRON-,PRP,xx
3241,look,look,VBP,xxxx
3242,at,at,IN,xx
3243,what,what,WP,xxxx
3244,we,-PRON-,PRP,xx
3245,needed,need,VBD,xxxx
3246,to,to,TO,xx
3247,do,do,VB,xx
3248,in,in,IN,xx
3249,2017,2017,CD,dddd
3250,and,and,CC,xxx
3251,2018,2018,CD,dddd
3252,and,and,CC,xxx
3253,beyond,beyond,IN,xxxx
3254,;,;,:,;
3255,as,as,IN,xx
3256,you,-PRON-,PRP,xxx
3257,know,know,VBP,xxxx
3258,",",",",",",","
3259,we,-PRON-,PRP,xx
3260,started,start,VBD,xxxx
3261,to,to,TO,xx
3262,make,make,VB,xxxx
3263,some,some,DT,xxxx
3264,of,of,IN,xx
3265,those,those,DT,xxxx
3266,investments,investment,NNS,xxxx
3267,last,last,JJ,xxxx
3268,year,year,NN,xxxx
3269,in,in,IN,xx
3270,the,the,DT,xxx
3271,back,back,JJ,xxxx
3272,half,half,NN,xxxx
3273,of,of,IN,xx
3274,the,the,DT,xxx
3275,year,year,NN,xxxx
3276,"
","
",_SP,"
"
3277,So,so,RB,Xx
3278,weâ€,weâ€,NNP,xxx€
3279,™,™,CD,™
3280,ll,ll,VBD,xx
3281,start,start,NN,xxxx
3282,to,to,TO,xx
3283,lap,lap,VB,xxx
3284,those,those,DT,xxxx
3285,as,as,IN,xx
3286,we,-PRON-,PRP,xx
3287,get,get,VBP,xxx
3288,into,into,IN,xxxx
3289,the,the,DT,xxx
3290,back,back,JJ,xxxx
3291,half,half,NN,xxxx
3292,"
","
",_SP,"
"
3293,But,but,CC,Xxx
3294,without,without,IN,xxxx
3295,a,a,DT,x
3296,doubt,doubt,NN,xxxx
3297,",",",",",",","
3298,as,as,IN,xx
3299,we,-PRON-,PRP,xx
3300,plan,plan,VBP,xxxx
3301,the,the,DT,xxx
3302,business,business,NN,xxxx
3303,in,in,IN,xx
3304,2017,2017,CD,dddd
3305,",",",",",",","
3306,we,-PRON-,PRP,xx
3307,knew,know,VBD,xxxx
3308,that,that,IN,xxxx
3309,the,the,DT,xxx
3310,first,first,JJ,xxxx
3311,part,part,NN,xxxx
3312,of,of,IN,xx
3313,the,the,DT,xxx
3314,year,year,NN,xxxx
3315,was,be,VBD,xxx
3316,going,go,VBG,xxxx
3317,to,to,TO,xx
3318,require,require,VB,xxxx
3319,investment,investment,NN,xxxx
3320,in,in,IN,xx
3321,the,the,DT,xxx
3322,customer,customer,NN,xxxx
3323,"
","
",_SP,"
"
3324,Well,well,UH,Xxxx
3325,",",",",",",","
3326,first,first,RB,xxxx
3327,of,of,IN,xx
3328,all,all,DT,xxx
3329,",",",",",",","
3330,weâ€,weâ€,NNP,xxx€
3331,™,™,CD,™
3332,re,re,NN,xx
3333,building,build,VBG,xxxx
3334,a,a,DT,x
3335,world,world,NN,xxxx
3336,-,-,HYPH,-
3337,class,class,NN,xxxx
3338,team,team,NN,xxxx
3339,here,here,RB,xxxx
3340,in,in,IN,xx
3341,AAP,AAP,NNP,XXX
3342,"
","
",_SP,"
"
3343,And,and,CC,Xxx
3344,as,as,IN,xx
3345,I,-PRON-,PRP,X
3346,look,look,VBP,xxxx
3347,around,around,IN,xxxx
3348,the,the,DT,xxx
3349,room,room,NN,xxxx
3350,",",",",",",","
3351,most,most,JJS,xxxx
3352,of,of,IN,xx
3353,the,the,DT,xxx
3354,people,people,NNS,xxxx
3355,in,in,IN,xx
3356,the,the,DT,xxx
3357,room,room,NN,xxxx
3358,in,in,IN,xx
3359,here,here,RB,xxxx
3360,today,today,NN,xxxx
3361,work,work,NN,xxxx
3362,with,with,IN,xxxx
3363,Advanced,advanced,JJ,Xxxxx
3364,nine,nine,CD,xxxx
3365,months,month,NNS,xxxx
3366,ago,ago,RB,xxx
3367,"
","
",_SP,"
"
3368,So,so,RB,Xx
3369,that,that,DT,xxxx
3370,part,part,NN,xxxx
3371,is,be,VBZ,xx
3372,dramatically,dramatically,RB,xxxx
3373,different,different,JJ,xxxx
3374,than,than,IN,xxxx
3375,when,when,WRB,xxxx
3376,I,-PRON-,PRP,X
3377,arrived,arrive,VBD,xxxx
3378,here,here,RB,xxxx
3379,"
","
",_SP,"
"
3380,The,the,DT,Xxx
3381,team,team,NN,xxxx
3382,weâ€,weâ€,NN,xxx€
3383,™,™,CD,™
3384,re,re,NN,xx
3385,building,building,NN,xxxx
3386,is,be,VBZ,xx
3387,committed,commit,VBN,xxxx
3388,to,to,TO,xx
3389,really,really,RB,xxxx
3390,building,build,VBG,xxxx
3391,our,-PRON-,PRP$,xxx
3392,performance,performance,NN,xxxx
3393,culture,culture,NN,xxxx
3394,up,up,RB,xx
3395,and,and,CC,xxx
3396,down,down,RB,xxxx
3397,in,in,IN,xx
3398,the,the,DT,xxx
3399,organization,organization,NN,xxxx
3400,",",",",",",","
3401,and,and,CC,xxx
3402,that,that,IN,xxxx
3403,excludes,exclude,VBZ,xxxx
3404,existing,exist,VBG,xxxx
3405,leaders,leader,NNS,xxxx
3406,at,at,IN,xx
3407,AAP,AAP,NNP,XXX
3408,",",",",",",","
3409,whoâ€,whoâ€,NN,xxxx€
3410,™,™,CD,™
3411,ve,ve,NNP,xx
3412,been,be,VBN,xxxx
3413,in,in,IN,xx
3414,the,the,DT,xxx
3415,industry,industry,NN,xxxx
3416,a,a,DT,x
3417,long,long,JJ,xxxx
3418,time,time,NN,xxxx
3419,and,and,CC,xxx
3420,are,be,VBP,xxx
3421,really,really,RB,xxxx
3422,stepping,step,VBG,xxxx
3423,up,up,RP,xx
3424,"
","
",_SP,"
"
3425,Bob,Bob,NNP,Xxx
3426,Cushing,Cushing,NNP,Xxxxx
3427,in,in,IN,xx
3428,the,the,DT,xxx
3429,room,room,NN,xxxx
3430,here,here,RB,xxxx
3431,with,with,IN,xxxx
3432,us,-PRON-,PRP,xx
3433,today,today,NN,xxxx
3434,",",",",",",","
3435,he,-PRON-,PRP,xx
3436,is,be,VBZ,xx
3437,got,get,VBN,xxx
3438,30,30,CD,dd
3439,years,year,NNS,xxxx
3440,of,of,IN,xx
3441,parts,part,NNS,xxxx
3442,business,business,NN,xxxx
3443,experience,experience,NN,xxxx
3444,"
","
",_SP,"
"
3445,We,-PRON-,PRP,Xx
3446,also,also,RB,xxxx
3447,brought,bring,VBD,xxxx
3448,",",",",",",","
3449,some,some,DT,xxxx
3450,of,of,IN,xx
3451,the,the,DT,xxx
3452,new,new,JJ,xxx
3453,people,people,NNS,xxxx
3454,we,-PRON-,PRP,xx
3455,brought,bring,VBD,xxxx
3456,in,in,RP,xx
3457,",",",",",",","
3458,have,have,VBP,xxxx
3459,come,come,VBN,xxxx
3460,from,from,IN,xxxx
3461,the,the,DT,xxx
3462,part,part,NN,xxxx
3463,of,of,IN,xx
3464,the,the,DT,xxx
3465,business,business,NN,xxxx
3466,"
","
",_SP,"
"
3467,People,People,NNS,Xxxxx
3468,like,like,IN,xxxx
3469,Mike,Mike,NNP,Xxxx
3470,Broderick,Broderick,NNP,Xxxxx
3471,who,who,WP,xxx
3472,similarly,similarly,RB,xxxx
3473,has,have,VBZ,xxx
3474,30,30,CD,dd
3475,years,year,NNS,xxxx
3476,of,of,IN,xx
3477,experience,experience,NN,xxxx
3478,and,and,CC,xxx
3479,is,be,VBZ,xx
3480,now,now,RB,xxx
3481,our,-PRON-,PRP$,xxx
3482,chief,chief,JJ,xxxx
3483,merchant,merchant,NN,xxxx
3484,"
","
",_SP,"
"
3485,Bob,Bob,NNP,Xxx
3486,and,and,CC,xxx
3487,Mike,Mike,NNP,Xxxx
3488,are,be,VBP,xxx
3489,really,really,RB,xxxx
3490,committed,committed,JJ,xxxx
3491,to,to,IN,xx
3492,dramatic,dramatic,JJ,xxxx
3493,improvement,improvement,NN,xxxx
3494,",",",",",",","
3495,performance,performance,NN,xxxx
3496,improvement,improvement,NN,xxxx
3497,here,here,RB,xxxx
3498,at,at,IN,xx
3499,AAP,AAP,NNP,XXX
3500,",",",",",",","
3501,so,so,IN,xx
3502,that,that,DT,xxxx
3503,part,part,NN,xxxx
3504,is,be,VBZ,xx
3505,really,really,RB,xxxx
3506,exciting,exciting,JJ,xxxx
3507,"
","
",_SP,"
"
3508,I,-PRON-,PRP,X
3509,think,think,VBP,xxxx
3510,weâ€,weâ€,NNP,xxx€
3511,™,™,CD,™
3512,re,re,IN,xx
3513,also,also,RB,xxxx
3514,injecting,inject,VBG,xxxx
3515,smart,smart,JJ,xxxx
3516,talented,talented,JJ,xxxx
3517,new,new,JJ,xxx
3518,leaders,leader,NNS,xxxx
3519,that,that,WDT,xxxx
3520,have,have,VBP,xxxx
3521,exceptional,exceptional,JJ,xxxx
3522,industry,industry,NN,xxxx
3523,experience,experience,NN,xxxx
3524,up,up,RP,xx
3525,and,and,CC,xxx
3526,down,down,IN,xxxx
3527,the,the,DT,xxx
3528,organization,organization,NN,xxxx
3529,"
","
",_SP,"
"
3530,So,so,CC,Xx
3531,we,-PRON-,PRP,xx
3532,brought,bring,VBD,xxxx
3533,in,in,RP,xx
3534,Tom,Tom,NNP,Xxx
3535,Okray,Okray,NNP,Xxxxx
3536,from,from,IN,xxxx
3537,Amazon,Amazon,NNP,Xxxxx
3538,",",",",",",","
3539,as,as,IN,xx
3540,you,-PRON-,PRP,xxx
3541,know,know,VBP,xxxx
3542,;,;,:,;
3543,Leslie,Leslie,NNP,Xxxxx
3544,Keating,Keating,NNP,Xxxxx
3545,Frito,Frito,NNP,Xxxxx
3546,-,-,HYPH,-
3547,Lay,Lay,NNP,Xxx
3548,;,;,:,;
3549,Natalie,Natalie,NNP,Xxxxx
3550,Rothman,Rothman,NNP,Xxxxx
3551,from,from,IN,xxxx
3552,Pepsi,Pepsi,NNP,Xxxxx
3553,;,;,:,;
3554,we,-PRON-,PRP,xx
3555,brought,bring,VBD,xxxx
3556,in,in,RP,xx
3557,Maria,Maria,NNP,Xxxxx
3558,Reyes,Reyes,NNP,Xxxxx
3559,to,to,TO,xx
3560,run,run,VB,xxx
3561,one,one,CD,xxx
3562,of,of,IN,xx
3563,our,-PRON-,PRP$,xxx
3564,divisions,division,NNS,xxxx
3565,from,from,IN,xxxx
3566,Private,Private,NNP,Xxxxx
3567,Equity,Equity,NNP,Xxxxx
3568,",",",",",",","
3569,Mike,Mike,NNP,Xxxx
3570,came,come,VBD,xxxx
3571,to,to,IN,xx
3572,us,-PRON-,PRP,xx
3573,from,from,IN,xxxx
3574,Tyco,Tyco,NNP,Xxxx
3575,"
","
",_SP,"
"
3576,And,and,CC,Xxx
3577,these,these,DT,xxxx
3578,are,be,VBP,xxx
3579,global,global,JJ,xxxx
3580,leaders,leader,NNS,xxxx
3581,who,who,WP,xxx
3582,are,be,VBP,xxx
3583,bringing,bring,VBG,xxxx
3584,a,a,DT,x
3585,completely,completely,RB,xxxx
3586,different,different,JJ,xxxx
3587,mindset,mindset,NN,xxxx
3588,and,and,CC,xxx
3589,approach,approach,NN,xxxx
3590,to,to,TO,xx
3591,transform,transform,VB,xxxx
3592,AAP,AAP,NNP,XXX
3593,"
","
",_SP,"
"
3594,So,so,RB,Xx
3595,that,that,DT,xxxx
3596,might,may,MD,xxxx
3597,fundamental,fundamental,VB,xxxx
3598,leadership,leadership,NN,xxxx
3599,team,team,NN,xxxx
3600,is,be,VBZ,xx
3601,pretty,pretty,RB,xxxx
3602,much,much,RB,xxxx
3603,in,in,IN,xx
3604,place,place,NN,xxxx
3605,now,now,RB,xxx
3606,and,and,CC,xxx
3607,now,now,RB,xxx
3608,of,of,RB,xx
3609,course,course,RB,xxxx
3610,we,-PRON-,PRP,xx
3611,are,be,VBP,xxx
3612,going,go,VBG,xxxx
3613,the,the,DT,xxx
3614,next,next,JJ,xxxx
3615,level,level,NN,xxxx
3616,down,down,RB,xxxx
3617,and,and,CC,xxx
3618,Tom,Tom,NNP,Xxx
3619,and,and,CC,xxx
3620,self,self,NN,xxxx
3621,with,with,IN,xxxx
3622,sitting,sit,VBG,xxxx
3623,here,here,RB,xxxx
3624,",",",",",",","
3625,there,there,EX,xxxx
3626,is,be,VBZ,xx
3627,two,two,CD,xxx
3628,people,people,NNS,xxxx
3629,in,in,IN,xx
3630,the,the,DT,xxx
3631,room,room,NN,xxxx
3632,today,today,NN,xxxx
3633,that,that,IN,xxxx
3634,Tom,Tom,NNP,Xxx
3635,has,have,VBZ,xxx
3636,hired,hire,VBN,xxxx
3637,from,from,IN,xxxx
3638,other,other,JJ,xxxx
3639,companies,company,NNS,xxxx
3640,that,that,WDT,xxxx
3641,have,have,VBP,xxxx
3642,joined,join,VBN,xxxx
3643,us,-PRON-,PRP,xx
3644,",",",",",",","
3645,that,that,WDT,xxxx
3646,are,be,VBP,xxx
3647,going,go,VBG,xxxx
3648,to,to,TO,xx
3649,add,add,VB,xxx
3650,tremendous,tremendous,JJ,xxxx
3651,value,value,NN,xxxx
3652,"
","
",_SP,"
"
3653,How,how,WRB,Xxx
3654,are,be,VBP,xxx
3655,they,-PRON-,PRP,xxxx
3656,acclimating,acclimate,VBG,xxxx
3657,",",",",",",","
3658,I,-PRON-,PRP,X
3659,think,think,VBP,xxxx
3660,thatâ€,thatâ€,NNP,xxxx€
3661,™,™,CD,™
3662,s,s,NNP,x
3663,a,a,DT,x
3664,great,great,JJ,xxxx
3665,question,question,NN,xxxx
3666,and,and,CC,xxx
3667,integrating,integrate,VBG,xxxx
3668,to,to,IN,xx
3669,the,the,DT,xxx
3670,Company,company,NN,Xxxxx
3671,"
","
",_SP,"
"
3672,We,-PRON-,PRP,Xx
3673,still,still,RB,xxxx
3674,have,have,VBP,xxxx
3675,work,work,NN,xxxx
3676,to,to,TO,xx
3677,do,do,VB,xx
3678,",",",",",",","
3679,I,-PRON-,PRP,X
3680,think,think,VBP,xxxx
3681,to,to,TO,xx
3682,build,build,VB,xxxx
3683,the,the,DT,xxx
3684,team,team,NN,xxxx
3685,work,work,NN,xxxx
3686,and,and,CC,xxx
3687,the,the,DT,xxx
3688,energy,energy,NN,xxxx
3689,around,around,IN,xxxx
3690,the,the,DT,xxx
3691,opportunity,opportunity,NN,xxxx
3692,going,go,VBG,xxxx
3693,forward,forward,RB,xxxx
3694,",",",",",",","
3695,these,these,DT,xxxx
